"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
57,"ADV","Advantage Solutions Inc","Communication Services","Advertising Agencies","USA",280.72,,0.86,-10.78%,1043574
58,"ATEX","Anterix Inc","Communication Services","Telecom Services","USA",382.57,4.00,20.44,0.69%,107832
59,"SSP","E.W. Scripps Co","Communication Services","Broadcasting","USA",386.29,,4.35,-2.25%,708858
60,"NCMI","National Cinemedia Inc","Communication Services","Advertising Agencies","USA",388.46,,4.14,0.24%,362400
61,"AMCX","AMC Networks Inc","Communication Services","Entertainment","USA",391.74,,9.00,-0.99%,223914
62,"BMBL","Bumble Inc","Communication Services","Internet Content & Information","USA",408.12,,3.62,-2.43%,2545993
63,"NEXN","Nexxen International Ltd","Communication Services","Advertising Agencies","Israel",412.92,10.58,6.47,0.00%,297408
64,"EB","Eventbrite Inc","Communication Services","Internet Content & Information","USA",432.70,,4.43,0.00%,1291903
65,"WOW","WideOpenWest Inc","Communication Services","Telecom Services","USA",443.09,,5.17,0.19%,209966
66,"PERI","Perion Network Ltd","Communication Services","Internet Content & Information","Israel",449.47,,9.98,-1.19%,114974
67,"MCS","Marcus Corp","Communication Services","Entertainment","USA",452.63,64.17,15.08,-3.08%,353435
68,"ZIP","ZipRecruiter Inc","Communication Services","Internet Content & Information","USA",458.60,,5.36,1.13%,1009236
69,"GTN","Gray Media Inc","Communication Services","Broadcasting","USA",508.94,11.08,4.59,-1.50%,1009419
70,"IHRT","iHeartMedia Inc","Communication Services","Broadcasting","USA",510.26,,3.71,-0.80%,666159
71,"BLMZ","Harrison Global Holdings Inc","Communication Services","Entertainment","Japan",558.04,,1.02,-4.67%,608104
72,"ANGI","Angi Inc","Communication Services","Internet Content & Information","USA",600.22,18.87,13.91,7.25%,1673008
73,"PLAY","Dave & Buster's Entertainment Inc","Communication Services","Entertainment","USA",600.42,49.68,17.32,-4.73%,1062122
74,"GETY","Getty Images Holdings Inc","Communication Services","Internet Content & Information","USA",607.16,,1.46,-0.68%,746766
75,"SHEN","Shenandoah Telecommunications Co","Communication Services","Telecom Services","USA",619.80,,11.29,3.86%,261305
76,"SSTK","Shutterstock Inc","Communication Services","Internet Content & Information","USA",675.24,11.37,19.01,-0.52%,140799
77,"SCHL","Scholastic Corp","Communication Services","Publishing","USA",714.19,,28.41,0.64%,449564
78,"GRPN","Groupon Inc","Communication Services","Internet Content & Information","USA",723.40,,17.75,-4.16%,713385
79,"CARS","Cars.com","Communication Services","Internet Content & Information","USA",724.34,26.38,12.11,-0.08%,824894
80,"NXDR","Nextdoor Holdings Inc","Communication Services","Internet Content & Information","USA",764.61,,1.95,-0.51%,3275391
81,"FVRR","Fiverr International Ltd","Communication Services","Internet Content & Information","Israel",794.06,36.75,21.54,0.28%,764993
82,"TDAY","USA TODAY Co Inc","Communication Services","Publishing","USA",810.57,10.65,5.51,8.89%,2806501
83,"QNST","QuinStreet Inc","Communication Services","Advertising Agencies","USA",821.20,80.39,14.47,-2.49%,640574
84,"MOMO","Hello Group Inc ADR","Communication Services","Internet Content & Information","China",841.98,10.74,7.06,1.44%,297796
85,"ANGX","Angel Studios Inc","Communication Services","Entertainment","USA",844.64,,5.00,-2.72%,815392
86,"MAX","MediaAlpha Inc","Communication Services","Internet Content & Information","USA",851.80,,13.07,-3.11%,439699
87,"OPTU","Optimum Communications Inc","Communication Services","Telecom Services","USA",864.09,,1.84,-3.16%,1885909
88,"GOGO","Gogo Inc","Communication Services","Telecom Services","USA",945.01,,7.06,0.43%,1283174
89,"CCOI","Cogent Communications Holdings Inc","Communication Services","Telecom Services","USA",963.76,,19.62,4.64%,1725690
90,"FUBO","fuboTV Inc","Communication Services","Broadcasting","USA",976.76,7.95,2.85,-1.72%,8786980
91,"CCO","Clear Channel Outdoor Holdings Inc","Communication Services","Advertising Agencies","USA",989.64,,1.99,-0.50%,1029464
92,"SBGI","Sinclair Inc","Communication Services","Broadcasting","USA",998.57,,14.33,-2.18%,405981
93,"EVER","EverQuote Inc","Communication Services","Internet Content & Information","USA",999.57,19.43,27.80,0.11%,429315
94,"NMAX","Newsmax Inc","Communication Services","Broadcasting","USA",1047.24,,8.11,-2.99%,690441
95,"CRTO","Criteo S.A ADR","Communication Services","Advertising Agencies","France",1103.55,7.05,21.00,7.25%,593407
96,"IQ","iQIYI Inc ADR","Communication Services","Entertainment","China",1104.61,,2.09,2.45%,8498269
97,"NRDS","Nerdwallet Inc","Communication Services","Internet Content & Information","USA",1121.97,16.03,15.43,-1.09%,580391
98,"TBLA","Taboola.com Ltd","Communication Services","Internet Content & Information","USA",1138.48,54.33,3.95,-0.25%,1191344
99,"AMC","AMC Entertainment Holdings Inc","Communication Services","Entertainment","USA",1164.38,,2.27,-2.58%,15178747
100,"TV","Grupo Televisa SAB ADR","Communication Services","Telecom Services","Mexico",1170.95,,2.68,-2.90%,537034
101,"GLIBK","GCI Liberty Inc","Communication Services","Telecom Services","USA",1171.28,,30.72,1.92%,744285
102,"IDT","IDT Corp","Communication Services","Telecom Services","USA",1223.03,15.15,48.78,-3.00%,447707
103,"OPRA","Opera Ltd ADR","Communication Services","Internet Content & Information","Norway",1238.07,15.35,13.81,3.06%,749830
104,"ZD","Ziff Davis Inc","Communication Services","Advertising Agencies","USA",1391.36,14.26,35.22,-0.96%,554706
105,"STGW","Stagwell Inc","Communication Services","Advertising Agencies","USA",1447.16,74.84,5.74,2.14%,1872298
106,"TEO","Telecom Argentina S.A. ADR","Communication Services","Telecom Services","Argentina",1572.64,,12.52,-2.72%,163993
107,"PLTK","Playtika Holding Corp","Communication Services","Electronic Gaming & Multimedia","Israel",1594.48,18.34,4.24,0.47%,831258
108,"WB","Weibo Corp ADR","Communication Services","Internet Content & Information","China",1630.21,6.02,10.42,1.36%,1106167
109,"WLY","John Wiley & Sons Inc","Communication Services","Publishing","USA",1723.06,17.23,32.40,-6.41%,1195362
110,"IAS","Integral Ad Science Holding Corp","Communication Services","Advertising Agencies","USA",1725.54,36.82,10.28,0.19%,1069216
111,"DV","DoubleVerify Holdings Inc","Communication Services","Advertising Agencies","USA",1777.01,41.89,11.03,1.94%,1596072
112,"LILA","Liberty Latin America Ltd","Communication Services","Telecom Services","USA",1789.58,,8.87,1.26%,401478
113,"LILAK","Liberty Latin America Ltd","Communication Services","Telecom Services","USA",1789.58,,8.94,1.53%,768002
114,"WBTN","Webtoon Entertainment Inc","Communication Services","Internet Content & Information","USA",1818.95,,13.91,-3.00%,741810
115,"YELP","Yelp Inc","Communication Services","Internet Content & Information","USA",1825.08,13.09,29.68,-0.97%,858430
116,"IRDM","Iridium Communications Inc","Communication Services","Telecom Services","USA",1858.19,15.52,17.74,1.14%,3823813
117,"IMAX","Imax Corp","Communication Services","Entertainment","Canada",1921.16,49.94,35.71,-1.44%,2294358
118,"MGNI","Magnite Inc","Communication Services","Advertising Agencies","USA",2104.44,38.86,14.65,1.88%,2100224
119,"JOYY","JOYY Inc ADR","Communication Services","Internet Content & Information","Singapore",2212.75,,63.86,2.57%,476798
120,"BATRK","Atlanta Braves Holdings Inc","Communication Services","Entertainment","USA",2434.33,,38.64,0.13%,342460
121,"CNK","Cinemark Holdings Inc","Communication Services","Entertainment","USA",2578.60,21.35,21.95,-8.01%,9375450
122,"UPWK","Upwork Inc","Communication Services","Internet Content & Information","USA",2623.55,11.47,20.08,2.55%,2792275
123,"MANU","Manchester United Plc","Communication Services","Entertainment","United Kingdom",2701.96,,15.67,-0.19%,242174
124,"GENI","Genius Sports Limited","Communication Services","Internet Content & Information","United Kingdom",2742.35,,10.83,-3.56%,4472942
125,"ATHM","Autohome Inc ADR","Communication Services","Internet Content & Information","China",2828.35,14.01,23.88,2.14%,609499
126,"IAC","IAC Inc","Communication Services","Internet Content & Information","USA",2846.42,,36.76,1.63%,1244762
127,"SPHR","Sphere Entertainment Co","Communication Services","Entertainment","USA",2977.35,,84.31,1.87%,518226
128,"TGNA","TEGNA Inc","Communication Services","Broadcasting","USA",3085.85,9.05,19.16,-0.57%,1637279
129,"RUM","Rumble Inc","Communication Services","Internet Content & Information","USA",3096.22,,7.12,-7.77%,2588830
130,"DJT","Trump Media & Technology Group Corp","Communication Services","Internet Content & Information","USA",3180.77,,11.36,-3.65%,5887359
131,"KYIV","Kyivstar Group Ltd","Communication Services","Telecom Services","United Arab Emirates",3208.95,,13.90,1.31%,473220
132,"LBTYA","Liberty Global Ltd","Communication Services","Telecom Services","Bermuda",3806.67,,11.34,2.44%,1144446
133,"LBTYK","Liberty Global Ltd","Communication Services","Telecom Services","Bermuda",3806.67,,11.29,3.01%,666713
134,"WPP","WPP Plc. ADR","Communication Services","Advertising Agencies","United Kingdom",4170.45,8.49,19.33,0.10%,1289203
135,"TDS","Telephone And Data Systems, Inc","Communication Services","Telecom Services","USA",4255.20,,39.40,1.08%,789420
136,"STUB","Stubhub Holdings Inc","Communication Services","Internet Content & Information","USA",4291.61,,12.42,4.11%,3821356
137,"AD","Array Digital Infrastructure Inc","Communication Services","Telecom Services","USA",4332.40,17.14,50.14,0.66%,173858
138,"TKC","Turkcell Iletisim Hizmetleri A.S. ADR","Communication Services","Telecom Services","Turkey",5072.94,12.36,5.82,0.52%,570710
139,"NXST","Nexstar Media Group Inc","Communication Services","Broadcasting","USA",5731.95,11.65,189.01,-0.44%,201655
140,"LBRDK","Liberty Broadband Corp","Communication Services","Telecom Services","USA",6810.60,8.62,47.49,2.59%,1399388
141,"SIRI","Sirius XM Holdings Inc","Communication Services","Entertainment","USA",7414.45,7.94,22.03,2.06%,4718581
142,"SKM","SK Telecom Co Ltd ADR","Communication Services","Telecom Services","South Korea",7847.58,19.92,20.47,0.89%,490903
143,"MTCH","Match Group Inc","Communication Services","Internet Content & Information","USA",8149.14,16.07,34.52,1.89%,2547021
144,"PSO","Pearson plc ADR","Communication Services","Publishing","United Kingdom",8368.00,15.68,13.19,-0.60%,580856
145,"TIGO","Millicom International Cellular S.A","Communication Services","Telecom Services","Luxembourg",8385.41,7.71,50.20,-3.24%,781825
146,"LUMN","Lumen Technologies Inc","Communication Services","Telecom Services","USA",8471.82,,8.26,-5.92%,16074863
147,"BILI","Bilibili Inc ADR","Communication Services","Internet Content & Information","China",8590.63,107.41,25.80,0.39%,1102100
148,"BZ","Kanzhun Ltd ADR","Communication Services","Internet Content & Information","China",8627.45,29.31,21.77,3.32%,3604945
149,"GSAT","Globalstar Inc","Communication Services","Telecom Services","USA",8685.90,,68.48,0.28%,1019642
150,"IPG","Interpublic Group Of Cos., Inc","Communication Services","Advertising Agencies","USA",8927.02,16.77,24.57,0.00%,0
151,"KT","KT Corporation ADR","Communication Services","Telecom Services","South Korea",8985.82,13.34,18.56,0.00%,1471048
152,"FYBR","Frontier Communications Parent Inc","Communication Services","Telecom Services","USA",9505.33,,37.97,-0.05%,1202419
153,"TIMB","TIM SA ADR","Communication Services","Telecom Services","Brazil",10211.21,14.47,21.23,-5.14%,551105
154,"NYT","New York Times Co","Communication Services","Publishing","USA",10512.10,31.55,64.75,1.11%,1728761
155,"TME","Tencent Music Entertainment Group ADR","Communication Services","Internet Content & Information","China",10704.87,19.28,18.58,-0.75%,3366320
156,"SNAP","Snap Inc","Communication Services","Internet Content & Information","USA",13600.13,,7.91,1.93%,33603073
157,"PSKY","Paramount Skydance Corp","Communication Services","Entertainment","USA",14750.51,,13.36,-9.82%,27103886
158,"ROKU","Roku Inc","Communication Services","Entertainment","USA",14788.47,,100.09,5.87%,4984460
159,"WMG","Warner Music Group Corp","Communication Services","Entertainment","USA",14943.34,41.18,28.60,2.56%,3966036
160,"NWSA","News Corp","Communication Services","Entertainment","USA",15285.65,32.43,26.04,1.60%,3754997
161,"NWS","News Corp","Communication Services","Entertainment","USA",15285.65,36.85,29.59,1.58%,824399
162,"ZG","Zillow Group Inc","Communication Services","Internet Content & Information","USA",17814.72,,71.89,-2.02%,402087
163,"Z","Zillow Group Inc","Communication Services","Internet Content & Information","USA",17814.72,,74.04,-1.96%,1847383
164,"PINS","Pinterest Inc","Communication Services","Internet Content & Information","USA",18071.17,9.27,26.75,-1.76%,16532441
165,"TTD","Trade Desk Inc","Communication Services","Advertising Agencies","USA",19367.98,45.69,40.05,1.78%,11322773
166,"VIV","Telefonica Brasil S.A., ADR","Communication Services","Telecom Services","Brazil",19486.16,18.44,12.16,-7.03%,1327448
167,"RCI","Rogers Communications Inc","Communication Services","Telecom Services","Canada",20258.62,4.16,37.50,-0.13%,941672
168,"TU","Telus Corp","Communication Services","Telecom Services","Canada",20913.48,24.43,13.51,1.12%,5473180
169,"TLK","Telkom Indonesia (Persero) Tbk PT ADR","Communication Services","Telecom Services","Indonesia",21624.80,16.17,21.83,-0.41%,362586
170,"BCE","BCE Inc","Communication Services","Telecom Services","Canada",21961.08,4.91,23.55,1.42%,2080340
171,"OMC","Omnicom Group, Inc","Communication Services","Advertising Agencies","USA",23305.39,10.84,73.44,4.66%,8059724
172,"SATS","EchoStar Corp","Communication Services","Telecom Services","USA",23605.86,,82.00,10.07%,28602484
173,"TEF","Telefonica S.A ADR","Communication Services","Telecom Services","Spain",23679.26,,4.20,0.24%,3511182
174,"FOX","Fox Corporation","Communication Services","Entertainment","USA",28596.47,13.70,60.89,1.16%,971283
175,"FOXA","Fox Corporation","Communication Services","Entertainment","USA",28596.47,15.39,68.40,0.90%,3768972
176,"VOD","Vodafone Group plc ADR","Communication Services","Telecom Services","United Kingdom",29612.88,,12.47,-1.34%,4991087
177,"CHTR","Charter Communications Inc","Communication Services","Telecom Services","USA",29721.67,5.66,205.10,2.56%,1681907
178,"LLYVK","Liberty Media Corp","Communication Services","Entertainment","USA",30361.82,,81.74,-1.09%,318611
179,"FWONK","Liberty Media Corp","Communication Services","Entertainment","USA",30361.82,147.47,92.20,-1.15%,1409944
180,"LYV","Live Nation Entertainment Inc","Communication Services","Entertainment","USA",32353.71,101.70,139.33,-0.25%,4793380
181,"BIDU","Baidu Inc ADR","Communication Services","Internet Content & Information","China",34962.38,39.47,125.66,5.85%,5079257
182,"TKO","TKO Group Holdings Inc","Communication Services","Entertainment","USA",39449.27,80.81,202.22,0.67%,808272
183,"RDDT","Reddit Inc","Communication Services","Internet Content & Information","USA",44362.85,128.94,234.11,5.10%,6141274
184,"TTWO","Take-Two Interactive Software, Inc","Communication Services","Electronic Gaming & Multimedia","USA",45802.98,,247.88,0.15%,1362734
185,"EA","Electronic Arts, Inc","Communication Services","Electronic Gaming & Multimedia","USA",51001.64,59.60,203.92,0.24%,1936731
186,"WBD","Warner Bros. Discovery Inc","Communication Services","Entertainment","USA",64625.58,139.02,26.08,6.28%,198872335
187,"AMX","America Movil S.A.B.DE C.V. ADR","Communication Services","Telecom Services","Mexico",65864.11,17.38,21.52,-1.28%,1833259
188,"RBLX","Roblox Corporation","Communication Services","Electronic Gaming & Multimedia","USA",67581.34,,96.28,1.12%,6841330
189,"NTES","NetEase Inc ADR","Communication Services","Electronic Gaming & Multimedia","China",87352.71,17.86,139.78,0.03%,304892
190,"CMCSA","Comcast Corp","Communication Services","Telecom Services","USA",99514.76,4.53,27.31,0.40%,47686259
191,"SPOT","Spotify Technology S.A","Communication Services","Internet Content & Information","Luxembourg",116315.70,88.15,564.93,0.71%,1883514
192,"VZ","Verizon Communications Inc","Communication Services","Telecom Services","USA",175782.76,8.89,41.69,1.04%,27802678
193,"T","AT&T, Inc","Communication Services","Telecom Services","USA",179221.29,8.21,25.28,-0.43%,28075584
194,"DIS","Walt Disney Co","Communication Services","Entertainment","USA",187990.92,15.37,105.30,-0.16%,10680060
195,"APP","Applovin Corp","Communication Services","Advertising Agencies","USA",233844.57,87.21,691.94,1.19%,3520410
196,"TMUS","T-Mobile US Inc","Communication Services","Telecom Services","USA",234472.54,20.16,209.63,0.78%,3461476
197,"NFLX","Netflix Inc","Communication Services","Entertainment","USA",424749.32,41.88,100.24,-2.89%,133363601
198,"META","Meta Platforms Inc","Communication Services","Internet Content & Information","USA",1697373.58,29.75,673.42,1.80%,21207861
199,"GOOGL","Alphabet Inc","Communication Services","Internet Content & Information","USA",3881198.74,31.69,321.27,1.15%,28851705
200,"GOOG","Alphabet Inc","Communication Services","Internet Content & Information","USA",3881198.74,31.77,322.09,1.16%,15719851
201,"EDHL","Everbright Digital Holding Ltd","Communication Services","Advertising Agencies","USA",,,0.89,-1.18%,45373
